"exerciseId","name","equipments","bodyParts","exerciseType","targetMuscles","secondaryMuscles","keywords","overview","instructions","exerciseTips","variations","relatedExerciseIds","source"
"MYIU8zO","Hercules Pillars","[]","[""Arms""]","weight_reps","[""Biceps"", ""Brachialis"", ""Triceps""]","[""Shoulders""]","[]","Grab two cables stand in the middle so both have tension and hold","[""Grab two cables stand in the middle so both have tension and hold""]","[]","[]","[]","wger"
"xwvBUjY","Handstand Pushup","[""none (bodyweight exercise)""]","[""Shoulders""]","bodyweight","[""Trapezius"", ""Triceps""]","[]","[]","The handstand push-up (press-up) - also called the vertical push-up (press-up) or the inverted push-up (press-up) also called commandos- is a type of push-up exercise where the body is positioned in a handstand. For a true handstand, the exercise is performed free-standing, held in the air. To prepa","[""The handstand push-up (press-up) - also called the vertical push-up (press-up) or the inverted push-up (press-up) also called commandos- is a type of push-up exercise where the body is positioned in a handstand. For a true handstand, the exercise is performed free-standing, held in the air. To prepare the strength until one has built adequate balance, the feet are often placed against a wall, held by a partner, or secured in some other way from falling. Handstand pushups require significant strength, as well as balance and control if performed free-standing.""]","[]","[]","[]","wger"
"uAPd1L0","Hip Thrust","[""Barbell"", ""Bench""]","[""Legs""]","weight_reps","[""Glutes""]","[]","[]","The bar should go directly on your upper thigh, directly below your crotch. Your feet should be directly under your knees. Push your hips up so that you form a straight line from your knees to your shoulders. Use a pad for comfort.","[""The bar should go directly on your upper thigh, directly below your crotch. Your feet should be directly under your knees. Push your hips up so that you form a straight line from your knees to your shoulders. Use a pad for comfort.""]","[]","[]","[]","wger"
"N2Wt0pL","High Pull","[]","[""Back"", ""Shoulders""]","weight_reps","[""Lats"", ""Shoulders""]","[""Glutes""]","[]","Use a light barbell, perform explosive lift up starting from underneath knee cap level. Lift/raise explosively using hips, at shoulder level. Tempo: 2111","[""High pull down on cable on machine.."", ""Use a light barbell, perform explosive lift up starting from underneath knee cap level. Lift/raise explosively using hips, at shoulder level. Tempo: 2111""]","[]","[]","[]","wger,musclewiki"
"uOBrb1C","Hollow Hold","[""Bodyweight"", ""Gym mat"", ""none (bodyweight exercise)""]","[""Abdominals"", ""Abs""]","bodyweight","[""Abdominals"", ""Abs"", ""Obliquus externus abdominis""]","[]","[""Bodyweight"", ""Hollow Hold""]","Get on a mat and lie on your back. Contract your abs, stretch your raise and legs and raise them (your head and shoulders are also be raised). Make sure your lower back remains in contact with the mat.","[""Get on a mat and lie on your back. Contract your abs, stretch your raise and legs and raise them (your head and shoulders are also be raised). Make sure your lower back remains in contact with the mat."", ""Hold in this position."", ""Lay flat on the ground with your arms extended over head."", ""Pick your upper back and your legs off the ground. Your body should be in a banana shape.""]","[]","[]","[]","wger,musclewiki"
"wcE3nAO","Rope Pullover/row","[""Incline bench""]","[""Back""]","weight_reps","[""Lats""]","[]","[]","Set up bench in front of cable row machine. Lean over bench to do a row/pullover with rope that targets lats. See picture.","[""Set up bench in front of cable row machine. Lean over bench to do a row/pullover with rope that targets lats. See picture.""]","[]","[]","[]","wger"
"GHjh9x5","Single arm row","[""Incline bench""]","[""Back""]","weight_reps","[""Lats""]","[]","[]","Sitting on the ground, use a high cable in a single grip, to do lat pulldowns with a focus on a long stretch in the lats.","[""Sitting on the ground, use a high cable in a single grip, to do lat pulldowns with a focus on a long stretch in the lats.""]","[]","[]","[]","wger"
"I69sJZx","Barbell Clean and press","[""Dumbbell""]","[""Shoulders""]","weight_reps","[""Shoulders"", ""Chest""]","[]","[]","This exercise involves lifting a barbell from the ground to the shoulders, then pressing it overhead. It is a compound movement that targets multiple muscle groups, including the legs, back, shoulders, and arms. It is often used in strength and conditioning programs to improve overall power and athl","[""This exercise involves lifting a barbell from the ground to the shoulders, then pressing it overhead. It is a compound movement that targets multiple muscle groups, including the legs, back, shoulders, and arms. It is often used in strength and conditioning programs to improve overall power and athleticism.""]","[]","[]","[]","wger"
"QTbJ5om","Good Mornings","[""Bodyweight""]","[""Hamstrings"", ""Legs""]","weight_reps","[""Hamstrings""]","[""Glutes""]","[""Bodyweight"", ""Good Mornings""]","","[""Keeping your back straight, rotate your hips to bring your shoulders down towards the floor. Stop when your chest is parallel with the floor."", ""Stand with your feet a little past shoulder width apart with a slight bend at your knee. Place your hands behind the back of your head.""]","[]","[]","[]","wger,musclewiki"
"0ZcWuwW","Incline Dumbbell Row","[""Dumbbell"", ""Incline bench""]","[""Back""]","weight_reps","[]","[""Lats""]","[]","Using a neutral grip, lean into an incline bench. Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position. Retract the shoulder blades and flex the elbows to row the dumbbells to your side. Pause at the top of the motion, and then retur","[""Using a neutral grip, lean into an incline bench. Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position. Retract the shoulder blades and flex the elbows to row the dumbbells to your side. Pause at the top of the motion, and then return to the starting position.""]","[]","[]","[]","wger"
"ZE1yUaM","Front Plate Raise","[]","[""Shoulders""]","weight_reps","[""Shoulders""]","[]","[]","The plate front raise is a variation of the dumbbell front raise where the lifter holds a weight plate between two hands, rather than using a dumbbell, barbell, or other weight. It can provide variety in a shoulder-focused muscle-building workout, or as part of an upper body or full-body circuit. Wh","[""The plate front raise is a variation of the dumbbell front raise where the lifter holds a weight plate between two hands, rather than using a dumbbell, barbell, or other weight. It can provide variety in a shoulder-focused muscle-building workout, or as part of an upper body or full-body circuit. While standing straight, hold a barbell plate in both hands at the 3 and 9 o'clock positions. Your palms should be facing each other and your arms should be extended and locked with a slight bend at the elbows and the plate should be down near your waist in front of you as far as you can go. Tip : The arms will remain in this position throughout the exercise. This will be your starting position. Slowly raise the plate as you exhale until it is a little above shoulder level. Hold the contraction for a second. As you inhale, slowly lower the plate back down to the starting position. Repeat for the recommended amount of repetitions.""]","[]","[]","[]","wger"
"1GgJWYV","Leg Curls (laying)","[]","[""Legs""]","weight_reps","[""Hamstrings""]","[]","[]","Lay on a bench and put your calves behind the leg holder (better if they are hold on around the lower calves). Hold a grip on the bars to make sure the body is firmly in place. Bend your legs bringing the weight up, go slowly back. During the exercise the body should not move, all work is done by th","[""Lay on a bench and put your calves behind the leg holder (better if they are hold on around the lower calves). Hold a grip on the bars to make sure the body is firmly in place. Bend your legs bringing the weight up, go slowly back. During the exercise the body should not move, all work is done by the legs.""]","[]","[]","[]","wger"
"mVdaH3E","Lat Pull Down (Leaning Back)","[]","[""Back""]","weight_reps","[""Lats""]","[]","[]","Lean Back, Pull into chest","[""Lean Back, Pull into chest""]","[]","[]","[]","wger"
"aBhepDg","Lat Pull Down (Straight Back)","[]","[""Back""]","weight_reps","[""Lats""]","[]","[]","Pull bar down to strenum and keep straight back.","[""Pull bar down to strenum and keep straight back.""]","[]","[]","[]","wger"
"0NPMiva","Leg Curls (sitting)","[]","[""Legs""]","weight_reps","[""Hamstrings""]","[]","[]","","[]","[]","[]","[]","wger"
"v6GG0eC","Lateral Rows on Cable, One Armed","[]","[""Shoulders""]","weight_reps","[""Shoulders""]","[]","[]","Set cable at waist height, start with arm across your belly and move han over and out too other side, one arm at the time.","[""Set cable at waist height, start with arm across your belly and move han over and out too other side, one arm at the time.""]","[]","[]","[]","wger"
